"Date","Count","Summary relevance","Mean year"
"2021-02-05","2823","0.25256818986893376","2007.37336167198"
"2021-02-06","2840","0.2577464788732394","2007.4496478873239"
"2021-02-07","2842","0.2582688247712878","2007.4588318085855"
"2021-02-08","2845","0.26362038664323373","2007.4720562390157"
"2021-02-13","2850","0.26","2007.4859649122807"
"2021-02-17","2850","0.26","2007.4859649122807"
"2021-02-20","2851","0.2599088039284462","2007.4875482286916"
"2021-02-22","2851","0.2599088039284462","2007.4875482286916"
"2021-02-25","2854","0.2585844428871759","2007.4852838121933"
